id_farmakou,onoma_farmakou,energi_ousia
110956,Parkinane Lp,Trihexyphenidyl Hydrochloride
110957,Parkódín,"Paracetamol, Codeine Phosphate Hemihydrate"
110958,Parkódín Forte,"Paracetamol, Codeine Phosphate Hemihydrate"
110959,Parkol,Paricalcitol
110960,Parkopan,Trihexyphenidyl Hydrochloride
110961,Parkopan,Trihexyphenidyl Hydrochloride
110962,Parlatos,Dextromethorphan Hydrobromide
110963,Parlazin,Cetirizine Dihydrochloride
110964,Parlekarv,"Carbidopa, Levodopa"
110965,Parlekarv,"Carbidopa, Levodopa"
110966,Parlekarv,"Carbidopa, Levodopa"
110967,Parlodel,Bromocriptine Mesilate
110968,Parlodel,Bromocriptine Mesilate
110969,Parlodel,Bromocriptine Mesilate
110970,Parlodel,Bromocriptine Mesilate
110971,Parlodel,Bromocriptine Mesilate
110972,Parlodel,Bromocriptine Mesilate
110973,Parlodel,Bromocriptine Mesilate
110974,Parlodel,Bromocriptine Mesilate
110975,Parmenol,Butamirate Citrate
110976,Parmenol,Butamirate Citrate
110977,Parmenol,Butamirate Citrate
110978,Parmenol,Butamirate Citrate
110979,Parmenol,Butamirate Citrate
110980,Parmid Xl,Felodipine
110981,Parmite,Paroxetine
110982,Parnassan,Olanzapine
110983,Parnate,Tranylcypromine
110984,Parnate,Tranylcypromine
110985,Parnate,Tranylcypromine Sulfate
110986,Parnido,Paliperidone
110987,Parnido,Paliperidone
110988,Parnido,Paliperidone
110989,Parnido,Paliperidone
110990,Parnido,Paliperidone
110991,Parnido,Paliperidone
110992,Parnido,Paliperidone
110993,Parnido,Paliperidone
110994,Parnido,Paliperidone
110995,Parnido,Paliperidone
110996,Parocetan,Paroxetine
110997,Parocline,Minocycline
110998,Parodontal,"Lidocaine, Sage Leaves Extract (1:1.95–2.2) Extracting Solvent: Ethanol 66.3% (V/V), Chamomile Flower Extract (1:1.9–2.2) Extracting Solvent: Ethanol 66.3% (V/V)"
110999,Paroex,Chlorhexidine Gluconate
111000,Paroex,Chlorhexidine Gluconate
111001,Parogen,Paroxetine
111002,Parogen,Paroxetine
111003,Parogen,"Paroxetine Hydrochloride, Anhydrous"
111004,Paroksetin Pharmas,Paroxetine
111005,Parolex,Paroxetine
111006,Parontal,"Eugenol, Phenyl Salicylate, Salvia Officinalis, Syzygium Aromaticum, Thymol, Mentha Canadensis Oil"
111007,Parontal F5 Med,"Clove Oil, Eugenol, Phenyl Salicylate, Thymol, Mint Oil, Salviae Oleum"
111008,Paroticin,"Fludrocortisone Acetate, Polymyxin B Sulfate, Lidocaine Hydrochloride"
111009,Paroticin,"Fludrocortisone Acetate, Polymyxin B Sulfate, Lidocaine Hydrochloride"
111010,Paroticin,"Fludrocortisone Acetate, Polymyxin B Sulfate, Lidocaine Hydrochloride"
111011,Paroven,O-(ß-Hydroxyethyl)rutosides
111012,Parox,Paroxetine
111013,Paroxat,Paroxetine
111014,Paroxat,Paroxetine
111015,Paroxat,Paroxetine
111016,Paroxat,"Paroxetine Hydrochloride, Anhydrous"
111017,Paroxedura,Paroxetine
111018,Paroxegen,Paroxetine
111019,Paroxegen,Paroxetine Hydrochloride
111020,Paroxetin +pharma,Paroxetine Hydrochloride
111021,Paroxetin +pharma,Paroxetine Hydrochloride
111022,Paroxetin 1 A Pharma,Paroxetine
111023,Paroxetin 1a Pharma,Paroxetine Hydrochloride
111024,Paroxetin Accord,Paroxetine Hydrochloride
111025,Paroxetin Actavis,Paroxetine
111026,Paroxetin Actavis,Paroxetine
111027,Paroxetin Actavis,Paroxetine
111028,Paroxetin Al,Paroxetine
111029,Paroxetin Aurobindo,Paroxetine
111030,Paroxetin Genericon,Paroxetine Hydrochloride
111031,Paroxetin Hexal,Paroxetine
111032,Paroxetin Hexal,Paroxetine
111033,Paroxetin Hexal,Paroxetine Hydrochloride
111034,Paroxetin Hexal,"Paroxetine Hydrochloride, Anhydrous"
111035,Paroxetin Hormosan,Paroxetine
111036,Paroxetin Neuraxpharm,Paroxetine Hydrochloride
111037,Paroxetin Orion,Paroxetine
111038,Paroxetin Orion,Paroxetine
111039,Paroxetin Orion,Paroxetine
111040,Paroxetin Orion,Paroxetine
111041,Paroxetin Pcd,Paroxetine
111042,Paroxetin Ratiopharm,Paroxetine
111043,Paroxetin Ratiopharm,Paroxetine Hydrochloride
111044,Paroxetin Stada,Paroxetine
111045,Paroxetin Teva,Paroxetine
111046,Paroxetin Teva,Paroxetine
111047,Paroxetin Teva B.V.,Paroxetine Hydrochloride
111048,Paroxetin Viatris,Paroxetine
111049,Paroxetina Almus,Paroxetine
111050,Paroxetina Almus,Paroxetine
111051,Paroxetina Almus Pharma,Paroxetine
111052,Paroxetina Almus Pharma,Paroxetine
111053,Paroxetina Alter,Paroxetine Hydrochloride
111054,Paroxetina Alter Genéricos,Paroxetine
111055,Paroxetina Atb,Paroxetine
111056,Paroxetina Aurobindo,Paroxetine
111057,Paroxetina Aurobindo,Paroxetine
111058,Paroxetina Aurovitas,Paroxetine
111059,Paroxetina Aurovitas,Paroxetine
111060,Paroxetina Axone,"Paroxetine Hydrochloride, Anhydrous"
111061,Paroxetina Bluepharma,Paroxetine
111062,Paroxetina Bluepharma,Paroxetine
111063,Paroxetina Bluesar,Paroxetine
111064,Paroxetina Cinfa,Paroxetine
111065,Paroxetina Cuve Pharmex Advanced Laboratories,Paroxetine
111066,Paroxetina Davurgama Teva B.V.,Paroxetine
111067,Paroxetina Doc,Paroxetine Hydrochloride Hemihydrate
111068,Paroxetina Doc Generici,Paroxetine
111069,Paroxetina Eg,Paroxetine
111070,Paroxetina Eg Stada,Paroxetine
111071,Paroxetina Farmoz,Paroxetine
111072,Paroxetina Genedec,Paroxetine
111073,Paroxetina Generis,Paroxetine
111074,Paroxetina Generis Phar,Paroxetine
111075,Paroxetina Gp,Paroxetine
111076,Paroxetina Hexal,"Paroxetine Hydrochloride, Anhydrous"
111077,Paroxetina Kern Pharma,Paroxetine
111078,Paroxetina Labesfal,Paroxetine
111079,Paroxetina Mabo,Paroxetine
111080,Paroxetina Mylan,Paroxetine
111081,Paroxetina Mylan Generics,Paroxetine
111082,Paroxetina Mylan Pharma,Paroxetine Hydrochloride Hemihydrate
111083,Paroxetina Normon,Paroxetine
111084,Paroxetina Pensa,Paroxetine Hydrochloride
111085,Paroxetina Pensa,"Paroxetine Hydrochloride, Anhydrous"
111086,Paroxetina Pensa Pharma,Paroxetine
111087,Paroxetina Pentafarma,Paroxetine
111088,Paroxetina Pharma Combix,Paroxetine Hydrochloride Hemihydrate
111089,Paroxetina Pharmakern,Paroxetine
111090,Paroxetina Qualigen Farma,Paroxetine
111091,Paroxetina Ratiopharm,Paroxetine
111092,Paroxetina Ratiopharm,Paroxetine
111093,Paroxetina Ripzen,Paroxetine
111094,Paroxetina Sandoz,Paroxetine
111095,Paroxetina Stada,Paroxetine
111096,Paroxetina Tarbis,Paroxetine
111097,Paroxetina Teva,Paroxetine
111098,Paroxetina Teva,Paroxetine Hydrochloride
111099,Paroxetină Teva,Paroxetine
111100,Paroxetina Teva Italia,Paroxetine
111101,Paroxetina Teva-Ratio,Paroxetine Hydrochloride
111102,Paroxetina Tolife,Paroxetine
111103,Paroxetina Viatris,Paroxetine
111104,Paroxetina Vir,Paroxetine
111105,Paroxetina Zentiva,Paroxetine Hydrochloride
111106,Paroxetina Zentiva,Paroxetine Hydrochloride
111107,Paroxetina Zentiva Italia,Paroxetine Hydrochloride Hemihydrate
111108,Paroxetine,Paroxetine
111109,Paroxetine,Paroxetine
111110,Paroxetine Ab,Paroxetine
111111,Paroxetine Accord,Paroxetine Hydrochloride
111112,Paroxetine Activase Pharmaceuticals,Paroxetine
111113,Paroxetine Almus,Paroxetine
111114,Paroxetine Almus Pharma,Paroxetine
111115,Paroxetine Arrow,Paroxetine
111116,Paroxetine Aurobindo,Paroxetine
111117,Paroxetine Aurobindo,Paroxetine
111118,Paroxetine Aurobindo,Paroxetine
111119,Paroxetine Aurovitas,Paroxetine
111120,Paroxetine Bgr,Paroxetine
111121,Paroxetine Biogaran,Paroxetine
111122,Paroxetine Bluepharma,Paroxetine
111123,Paroxetine Brill Pharma,Paroxetine
111124,Paroxetine Bristol Laboratories,Paroxetine
111125,Paroxetine Cf,Paroxetine
111126,Paroxetine Clydesdale Pharma,"Paroxetine Hydrochloride, Anhydrous"
111127,Paroxetine Crescent Pharma,Paroxetine
111128,Paroxetine Crescent Pharma,"Paroxetine Hydrochloride, Anhydrous"
111129,Paroxetine Cristers,Paroxetine
111130,Paroxetine Cristers Pharma,Paroxetine
111131,Paroxetine Doc,Paroxetine Hydrochloride Hemihydrate
111132,Paroxetine Eg,Paroxetine
111133,Paroxetine Eg,Paroxetine
111134,Paroxetine Eg,Paroxetine
111135,Paroxetine Evolugen,Paroxetine
111136,Paroxetine Generics [uk],Paroxetine
111137,Paroxetine Generics [uk] Limited,Paroxetine
111138,Paroxetine Genrx,Paroxetine
111139,Paroxetine Genthon,Paroxetine
111140,Paroxetine Gsk,Paroxetine
111141,Paroxetine Hcl Anhydraat Teva,Paroxetine
111142,Paroxetine Hydrochloride Hemihydrate Aurobindo,Paroxetine
111143,Paroxetine I.C.C.,Paroxetine
111144,Paroxetine I.C.C. B.V,Paroxetine
111145,Paroxetine I.C.C. B.V.,Paroxetine
111146,Paroxetine Icc,Paroxetine
111147,Paroxetine Jubilant,Paroxetine
111148,Paroxetine Jubilant Pharmaceuticals,Paroxetine
111149,Paroxetine Milpharm,Paroxetine
111150,Paroxetine Morningside Healthcare,Paroxetine
111151,Paroxetine Mylan,Paroxetine
111152,Paroxetine Orion,Paroxetine
111153,Paroxetine Paroxetine,Paroxetine Hydrochloride Hemihydrate
111154,Paroxetine Paroxetine 30 Mg Film-Coated Tablets.,Paroxetine Hydrochloride Hemihydrate
111155,Paroxetine Paroxetine 40 Mg Film-Coated Tablets.,Paroxetine Hydrochloride Hemihydrate
111156,Paroxetine Prolepha,Paroxetine
111157,Paroxetine Ratiopharm,Paroxetine
111158,Paroxetine Ratiopharm,Paroxetine Hydrochloride
111159,Paroxetine Relonchem,"Paroxetine Hydrochloride, Anhydrous"
111160,Paroxetine Sandoz,Paroxetine
111161,Paroxetine Sandoz,Paroxetine
111162,Paroxetine Sandoz,Paroxetine
111163,Paroxetine Sandoz,Paroxetine
111164,Paroxetine Sandoz,Paroxetine Hydrochloride
111165,Paroxetine Sandoz,"Paroxetine Hydrochloride, Anhydrous"
111166,Paroxetine Sandoz Ltd,Paroxetine
111167,Paroxetine Teva,Paroxetine
111168,Paroxetine Teva,Paroxetine
111169,Paroxetine Teva,Paroxetine
111170,Paroxetine Teva,Paroxetine
111171,Paroxetine Teva,Paroxetine
111172,Paroxetine Teva,Paroxetine Hydrochloride
111173,Paroxétine Teva,Paroxetine Hydrochloride
111174,Paroxetine Teva Sante,Paroxetine Hydrochloride
111175,Paroxetine Torrent Pharma (Uk),"Paroxetine Hydrochloride, Anhydrous"
111176,Paroxetine Viatris,Paroxetine
111177,Paroxetine Viatris,Paroxetine
111178,Paroxetine Viatris,Paroxetine
111179,Paroxetine Viatris,Paroxetine
111180,Paroxetine Zentiva,Paroxetine Hydrochloride
111181,Paroxetine Zydus,Paroxetine
111182,Paroxetin-Hormosan,Paroxetine
111183,Paroxia,Paroxetine
111184,Paroxiflex,Paroxetine
111185,Paroxinor,Paroxetine
111186,Paroxinor,Paroxetine
111187,Parsabiv,Etelcalcetide
111188,Parsabiv,Etelcalcetide
111189,Parsabiv,Etelcalcetide
111190,Parson,Pramipexole Dihydrochloride Monohydrate
111191,Parthenolid Smartpractice Europe,Parthenolide
111192,Partial,Meloxicam
111193,Partial,Meloxicam
111194,Partramec,"Tramadol Hydrochloride, Paracetamol"
111195,Partusisten,Fenoterol Hydrobromide
111196,Partusisten® Intrapartal,Fenoterol Hydrobromide
111197,Parvati,"Ramipril, Amlodipine Besilate"
111198,Parvolex,Acetylcysteine
111199,Parvolex,Acetylcysteine
111200,Pasaden,Etizolam
111201,Pascallerg,"Acidum Formicicum D2, Alumen Chromicum D1, Gelsemium Sempervirens D2"
111202,Pascallerg,"Alumen Chromicum Trit. D1, Acidum Formicicum Trit. D2, Gelsemium Trit. D2"
111203,Pascodem®,"Ononis Spinosa Mother Tincture, Apis Mellifica Dil. D3, Kalium Carbonicum Dil. D3"
111204,Pascoe-Agil Hom Injektopas,"Arnica Dil. D4, Harpagophytum Procumbens Dil. D3, Bryonia Dil. D2, Calcium Phosphoricum Dil. D6, Acidum Silicicum Dil. D6"
111205,Pascofemin,"Aletris Farinosa D3, Vitex Agnus-Castus D2, Caulophyllum Thalictroides D2, Packera Aurea D5, Fraxinus Americana D3, Cimicifuga Racemosa D3, Chamaelirium Luteum D3, Lilium Lancifolium D3, Pulsatilla Pratensis D4, Strychnos Ignatii D4"
111206,Pascofemin Complex Homöopathisches Arzneimittel Bei Krampf-Artigen Regelbeschwerden,"Caulophyllum Thalictroides Dil. D3, Viburnum Prunifolium Dil. D3, Citrullus Colocynthis Dil. D3, Pulsatilla Dil. D3"
111207,Pascofemin Homöopathisches Arzneimittel Bei Störungen Der Regelblutung,"Packera Aurea Trit. D5, Cimicifuga Trit. D6, Vitex Agnus-Castus Trit. D2, Aletris Farinosa Trit. D3, Pulsatilla Trit. D4, Chamaelirium Luteum Trit. D3, Lilium Lancifolium Trit. D3, Ignatia Trit. D4, Caulophyllum Thalictroides Trit. D2"
111208,Pascofemin Sl Homöopathisches Arzneimittel Bei Störungen Der Regelblutung,"Ignatia Dil. D4, Vitex Agnus-Castus Dil. D2, Cimicifuga Dil. D6, Aletris Farinosa Dil. D3, Pulsatilla Dil. D4, Chamaelirium Luteum Dil. D3, Lilium Lancifolium Dil. D3, Packera Aurea Dil. D5, Caulophyllum Thalictroides Dil. D2"
111209,Pascofemin-Injektopas Sl Homöopathisches Arzneimittel Bei Störungen Der Regelblutung,"Ignatia Dil. D4, Vitex Agnus-Castus Dil. D2, Cimicifuga Dil. D6, Aletris Farinosa Dil. D3, Pulsatilla Dil. D4, Chamaelirium Luteum Dil. D3, Lilium Lancifolium Dil. D3, Packera Aurea Dil. D5, Caulophyllum Thalictroides Dil. D2"
111210,Pascoflair,"Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)"
111211,Pascoflair,"Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)"
111212,Pascoflair,"Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)"
111213,Pascoflair,"Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)"
111214,Pascoflair,"Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)"
111215,Pascoflex,"Dry Extract Of Devil's Claw Root (4.4-5.0:1), Extraction Solvent: Ethanol 60% V/V"
111216,Pascoleucyn Homöopathisches Arzneimittel Bei Erkältungs-Krankheiten,"Lachesis Mutus Trit. D8, Baptisia Trit. D4, Bryonia Trit. D1, Eupatorium Perfoliatum Trit. D2, Thuja Trit. D4"
111217,Pascoleucyn Sl,"Echinacea Mother Tincture, Thuja Dil D1, Baptisia Tinctoria Mother Tincture, Lachesis Dil. D8, Eupatorium Perfoliatum Dil. D3"
111218,Pascoleucyn-Injektopas,"Echinacea Mother Tincture, Bryonia Dil. D4, Aconitum Dil. D4, Lachesis Dil. D13, Sulfur Jodatum Dil. D4"
111219,Pascolibrin Homöopathisches Arzneimittel,"Cocculus Dil.D4, Ambra Dil. D6, Ignatia Dil. D4, Cimicifuga Racemosa Dil. D4, Passiflora Incarnata Dil. D2"
111220,Pasconal,"Lycosa D5, Strychnos Ignatii D4, Valeriana Officinalis Ø, Avena Sativa Mother Tincture"
111221,Pasconal Homöopathisches Arzneimittel Bei Nervösen Erkrankungen,"Valeriana Ø, Avena Sativa Mother Tincture, Ignatia Dil. D4, Tarantula Dil. D5"
111222,Pasconeural Injektopas,Procaine Hydrochloride
111223,Pascorbin,Ascorbic Acid
111224,Pascorbin,Ascorbic Acid
111225,Pascorbin,Ascorbic Acid
111226,Pascorbin,Ascorbic Acid
111227,Pascorenal N Homöopathisches Arzneimittel,"Apis Mellifica Dil. D4, Apocynum Dil. D1, Equisetum Hiemale Mother Tincture, Helleborus Dil. D2, Petroselinum Mother Tincture, Sarsaparilla Mother Tincture, Balsamum Copaivae Dil. D3"
111228,Pascorenal-Injektopas,"Apis Mellifica Mother Tincture, Atropa Bella-Donna Dil. D2, Cantharis Dil. D4, Mercurius Sublimatus Corrosivus Dil. D6"
111229,Pascosabal,"Serenoa Repens Dil. D 1, Atropa Belladonna Dil. D3, Citrullus Colocynthis Dil. D3, Hydrangea Arborescens Dil. D2"
111230,Pascovenol Homöopathisches Arzneimittel,"Hamamelis Dil. D1, Ruta Dil. D2, Achillea Millefolium Dil D 2, Aesculus Dil. D2"
111231,Pascoventral,"Liquid Extract Of Peppermint Leaf (1:2), Extraction Solvent: Ethanol 37% (M/M), Liquid Extract Of Chamomile Flower (1:1-2), Extraction Solvent: Ammonia Solution 10% (M/M), Water, Ethanol 94% (M/M) (5:95:200), Liquid Extract Of Caraway Fruit (1:2), Extraction Solvent: Ethanol 43% (M/M)"
111232,Pasiflora Arkopharma,"Passiflora Incarnata Flowering Top, Cryoground"
111233,Pasinat,Passiflora Incarnata
111234,Pasonican,Paricalcitol
111235,Paspat,Bacterial Lysate
111236,Paspertin,Metoclopramide Hydrochloride
111237,Paspertin,Metoclopramide Hydrochloride
111238,Paspertin,Metoclopramide Hydrochloride
111239,Pass Nātrija Sāls,Aminosalicylate Sodium Dihydrate
111240,Passagesalz,Magnesium Sulfate Heptahydrate
111241,Passedan,Passiflorae Herba
111242,Passedan,Passiflorae Herba
111243,Passedan Plus Baldrian,"Valerian Root Dry Extract (3-6:1), Ethanol 70 %(V/V), Passionflower Dry Extract (Der: 5 - 7 : 1)"
111244,Passedyl Enfants Et Nourrissons,"Sulfogaiacol, Sodium Benzoate"
111245,Passidon,"Passion Flower Dry Extract (5 –7: 1), Extraction Solvent: Methanol 60 % (V/V)"
111246,Passiflora,"Avena Sativa Ferm 33c Ø, Humulus Lupulus Ex Herba Et Fructibus Ferm 34d Ø (Hab, Vs. 34d), Valeriana Officinalis E Radice Ferm 33c Ø (Hab, Vs. 33c), Passiflora Caerulea Ex Herba Ferm 33c Ø (Hab, Vs. 33c)"
111247,Passiflora Ardeypharm,"Passion Flower Dry Extract (5 –7: 1), Extraction Solvent: Methanol 60 % (V/V)"
111248,Passiflora Comp.,"Salix Alba Ssp. Vitellina E Cortice Et Foliis Ferm 33d Dil. D2 (Hab, Vs. 33d), Passiflora Caerulea Ex Herba Ferm 33c Dil. D2 (Hab, Vs. 33c), Crataegus Laevigata/Monogyna E Foliis Et Fructibus Ferm 33d Dil. D2 (Hab, Vs. 33d)"
111249,Passiflora Comp.,"Salix Alba Ssp. Vitellina E Cortice Et Foliis Ferm 33d Dil. D2 (Hab, Vs. 33d), Passiflora Caerulea Ex Herba Ferm 33c Dil. D2 (Hab, Vs. 33c), Crataegus Laevigata/Monogyna E Foliis Et Fructibus Ferm 33d Dil. D2 (Hab, Vs. 33d)"
111250,Passiflora Complex Homöopathisches Arzneimittel Bei Nervösen Erkrankungen Hevert,"Hyoscyamus Dil. D3, Anamirta Cocculus Dil. D2, Matricaria Recutita Dil. D3, Valeriana Officinalis Dil. D2, Passiflora Incarnata Mother Tincture, Avena Sativa Dil. D1, Lupulus Dil. D1"
111251,Passiflora Complexe N°57,"Secale Cornutum D4, Avena Sativa D1, Atropa Bella-Donna D5, Passiflora Incarnata D1, Valeriana Officinalis D1"
111252,Passiflora Curarina,"Passiflora Herb Fluid Extract (Der 1:1, Extraction Medium Ethanol 70% V/V)"
111253,Passiflora Doppelherzpharma,"Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)"
111254,Passiflora G.H.L.,"Belladonna D3, Secale Cornutum D4, Avena Sativa D1, Passiflora Incarnata D1, Valeriana Officinalis D1"
111255,Passiflora Incarnata Teinture Mere Boiron,Passiflora Incarnata Mother Tincture
111256,Passiflora Night Curarina,"Passiflora Herb Fluid Extract (Der 1:1, Extraction Medium Ethanol 70% V/V)"
111257,Passiflora Pentarkan S Deutsche Homöopathie-Union Dhu-Arzneimittel Gmbh,"Zincum Metallicum Dil. D6, Eschscholtzia Californica Ex Herba Flor. Rec. Ø (Hab, Vorschrift 3a), Passiflora Incarnata Mother Tincture, Humulus Lupulus Ø"
111258,Passiobalance,Dry Extract Of Passion Flower (5-7:1)
111259,Passion Flower Stress Relief Holland & Barrett,Dry Extract From Passionflower Herb (Equivalent To 2125-2975 Mg Of Passion Flower). Extraction Solvent: Ethanol 50% V/V
111260,Passionsblumenkraut Aurica Naturheilmittel Und Naturwaren,Passiflorae Herba
111261,Passionsblumenkraut Rat & Tat,Passiflorae Herba
111262,Passionsblumenkraut Rat & Tat,Passiflorae Herba
111263,Passionsblumenkraut Tee,Passiflorae Herba
111264,Passionsblumenkraut Tee Zur Anwendung Bei Erwachsenen Und Kindern Ab 12 Jahren Salus Haus,Passiflorae Herba
111265,Passionsblumenkraut Zur Anwendung Bei Erwachsenen Und Kindern Ab 12 Jahren Salus Haus,Passiflorae Herba
111266,Passminum Med Lunis,"Liquid Extract From Passiflora Incarnata Herb (2:1), Extraction Solvent: Ethanol 60% (V/V)"
111267,Pasta Borowinowa Biochem Michalik Spółka Jawna,Peloid Mass
111268,Pasta Cool,"Heparin Sodium, Melissa Oil, Pumilio Pine Oil, Rosemary Oil, Salicylic Acid"
111269,Pasta Cynkowa,Zinc Oxide
111270,Pasta Cynkowa,Zinc Oxide
111271,Pasta Cynkowa Z Kwasem Salicylowym,"Zinc Oxide, Salicylic Acid"
111272,Pasta Cynkowa Z Kwasem Salicylowym,"Zinc Oxide, Salicylic Acid"
111273,Pasta Cynkowa Z Kwasem Salicylowym Pasta Lassari Zinci Salicylatis Pasta Przedsiębiorstwo Produkcji Farmaceutycznej Gemi Grzegorz Nowakowski,"Zinc Oxide, Salicylic Acid"
111274,Pasta Lassar Imba,Zinc Oxide
111275,Pasta S Rybím Olejom,"Zinc Oxide, Cod-Liver Oil"
111276,Pasta S Rybím Olejom Vulm,Fish Oil
111277,Pasta Zinci Oxidati Mollis Sr,Zinc Oxide
111278,Pasta Zinci Oxydi,"Potato Starch, Zinc Oxide"
111279,Pasta Zinci Oxydi Salicylata Synoniem : Lassardeeg,"Potato Starch, Zinc Oxide, Salicylic Acid"
111280,Pasta Zinci Oxydi Salicylata Synonym : Lassar-Zinkpaste,"Potato Starch, Zinc Oxide, Salicylic Acid"
111281,Pasta Zinci Oxydi Salicylata Synonyme : Pâte De Lassar,"Potato Starch, Zinc Oxide, Salicylic Acid"
111282,Pataxel,Paclitaxel
111283,Patent Blue V Sodium Azultis Provepharm,Patent Blue V (E131)
111284,Patentblau V Azultis,Patent Blue V (E131)
111285,Patentblau V Azultis,Patent Blue V (E131)
111286,Patentblau V Guerbet,Sodium Patent Blue V
111287,Patentblau V Guerbet,Sodium Patent Blue V
111288,Patentblauw V Azultis,Patent Blue V (E131)
111289,Patentblue Guerbet,Sodium Patent Blue V
111290,Pates Baudry,"Dactylopius Coccus C5, Aconitum Napellus C5, Atropa Bella-Donna C5, Bryonia C5, Drosera C5, Psychotria Ipecacuanha C5"
111291,Pates De Reglisse Au Sambucus,Sambucus Nigra Ø
111292,Pates Pectorales Lhf À La Mandarine,"Aconitum Napellus C5, Bryonia C5, Drosera C5, Psychotria Ipecacuanha C5"
111293,Path – Muscle,"Paracetamol, Thiocolchicoside"
111294,Path-Muscle,"Paracetamol, Thiocolchicoside | Thiocolchicoside, Paracetamol Ph. Eur."
111295,Path-Muscle,"Thiocolchicoside, Paracetamol Ph. Eur."
111296,Pathofen,Ibuprofen
111297,Patiox,"Nifedipine, Lidocaine Hydrochloride"
111298,Patride,Teriparatide
111299,Patrol,"Tramadol Hydrochloride, Paracetamol"
111300,Paucilex,Brivaracetam
111301,Paudien,"Dienogest, Estradiol Valerate"
111302,Pauline,Dienogest
111303,Pauline,Dienogest
111304,Pausanol,Estriol
111305,Pausedal,Levosulpiride
111306,Pausigin,Estriol
111307,Pavblu,Aflibercept
111308,Pavblu,Aflibercept
111309,Pavblu,Aflibercept
111310,Paveket,Ketotifen Hydrogen Fumarate
111311,Paveriwern,"Extract Of Fresh Opium Poppy (1:2.2-2.7), Extraction Solvent: Ethanol 31.2 % (M/M)"
111312,Paveron N,Papaverine Hydrochloride
111313,Pavetod,Fluticasone Propionate
111314,Pavlinox,Terbinafine Hydrochloride
111315,Paxabel,Macrogol 4000
111316,Paxeladine,Oxeladin Citrate
111317,Paxeladine,Oxeladin Citrate
111318,Paxeladine,Oxeladin Citrate
111319,Paxeladine,Oxeladin Citrate
111320,Paxeladine,Oxeladin Citrate
111321,Paxene,Paclitaxel
111322,Paxetin,Paroxetine Hydrochloride
111323,Paxetin Teva,Paroxetine Hydrochloride
111324,Paxidorm,Diphenhydramine Hydrochloride
111325,Paxifar,Clozapine
111326,Paxiflas,"Tramadol Hydrochloride, Paracetamol"
111327,Paxilfar,Tramadol Hydrochloride
111328,Paxilfar,Tramadol Hydrochloride
111329,Paxirasol,Bromhexine Hydrochloride
111330,Paxirasol,Bromhexine Hydrochloride
111331,Paxirasol,Bromhexine Hydrochloride
111332,Paxital 6mg/Ml,Paclitaxel
111333,Paxlovid,Nirmatrelvir | Ritonavir
111334,Paxlovid,Nirmatrelvir | Ritonavir
111335,Paxlovid,Nirmatrelvir | Ritonavir
111336,Paxlovid,Nirmatrelvir | Ritonavir
111337,Paxneury,Guanfacine
111338,Paxneury,Guanfacine
111339,Paxtin,Paroxetine
111340,Paxtin,Paroxetine Hydrochloride
111341,Payagastron,"Strychnos Nux-Vomica Dil. D4, Artemisia Absinthium Ø, Apomorphinum Hydrochloricum Dil. D8, Semecarpus Anacardium Dil. D2"
111342,Pazenir,Paclitaxel
111343,Pazenir,Paclitaxel Albumin-Bound
111344,Pazenir,Paclitaxel Albumin-Bound
111345,Pazenir,Paclitaxel Albumin-Bound
111346,Pazenir,Paclitaxel Albumin-Bound
111347,Pazeril,"Doconexent, Eicosapentanoic Acid/Docosahexaenoic Acid"
111348,Pazital,"Tramadol Hydrochloride, Paracetamol"
111349,Pazoctam,"Piperacillin, Tazobactam"
111350,Pazolam,Alprazolam
111351,Pazopanib Accord,Pazopanib
111352,Pazopanib Accord,Pazopanib
111353,Pazopanib Accord,Pazopanib
111354,Pazopanib Accord,Pazopanib
111355,Pazopanib Accord,Pazopanib
111356,Pazopanib Accord,Pazopanib
111357,Pazopanib Accord,Pazopanib
111358,Pazopanib Accord,Pazopanib
111359,Pazopanib Accord,Pazopanib
111360,Pazopanib Accord,Pazopanib
111361,Pazopanib Accord,Pazopanib
111362,Pazopanib Accord,Pazopanib
111363,Pazopanib Accord,Pazopanib
111364,Pazopanib Accord,Pazopanib
111365,Pazopanib Accord,Pazopanib
111366,Pazopanib Accord,Pazopanib
111367,Pazopanib Accord,Pazopanib
111368,Pazopanib Accord,Pazopanib
111369,Pazopanib Accord,Pazopanib
111370,Pazopanib Accord,Pazopanib
111371,Pazopanib Accord,Pazopanib
111372,Pazopanib Accord,Pazopanib
111373,Pazopanib Accord,Pazopanib
111374,Pazopanib Accord,Pazopanib Hydrochloride
111375,Pazopanib Accord Healthcare,Pazopanib
111376,Pazopanib Adalvo,Pazopanib
111377,Pazopanib Al,Pazopanib Hydrochloride
111378,Pazopanib Auxilia,Pazopanib
111379,Pazopanib Beta,Pazopanib
111380,Pazopanib Biogaran,Pazopanib
111381,Pazopanib Bluepharma,Pazopanib
